Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey
12650,1264.838,1715,81,0,1094,601,493,1,35,0.8502972,8.987655,8.673913,9.4,True,False
12700,1269.837,1887,98,0,1431,799,632,2,41,0.7623057,9.367347,9.491228,9.195122,True,False
12750,1274.836,2069,102,0,1407,724,683,1,48,0.7023405,9.666667,10.09259,9.1875,True,False
12800,1279.835,2257,108,0,1667,839,828,2,55,0.7207114,10.2963,10.39623,10.2,True,False
12850,1284.833,2403,121,0,1960,944,1016,2,65,0.6675954,11.85124,12.76786,11.06154,True,False
12900,1289.832,2595,125,0,2203,911,1292,2,73,0.6672997,10.624,11.07692,10.30137,True,False
12950,1294.831,2750,142,0,2762,1139,1623,2,84,0.795509,10.67606,11.44828,10.14286,True,False
13000,1299.83,2906,159,0,2696,1004,1692,0,99,0.8309323,13.04403,13.96667,12.48485,True,False
13050,1304.828,3074,170,0,3474,1592,1882,0,93,0.8110831,11.28235,10.93507,11.56989,True,False
13100,1309.827,3225,195,0,3865,1877,1988,1,104,0.7675292,12.15897,12.42857,11.92308,True,False
13150,1314.826,3409,216,0,5228,2154,3074,4,132,0.7177625,11.39352,11.04762,11.61364,True,False
13200,1319.825,3539,228,0,5767,2080,3687,1,142,0.7277773,9.903509,10.55814,9.507042,True,False
13250,1324.824,3674,265,0,6461,2533,3928,2,163,0.7368833,9.218868,9.137255,9.269938,True,False
13300,1329.822,3741,323,0,8373,3201,5172,5,199,0.7672255,10.48607,9.846774,10.88442,True,False
13350,1334.821,3763,379,0,10580,4186,6394,9,231,0.7633958,13.38786,13.45946,13.34199,True,False
13400,1339.82,3742,439,0,11701,4101,7600,7,284,0.7562047,13.73121,13.99355,13.58803,True,False
13450,1344.819,3729,479,0,11849,4743,7106,5,282,0.8240517,15.31524,15.3198,15.31206,True,False
13500,1349.818,3663,533,0,13504,5373,8131,11,317,0.8076556,13.70919,13.37037,13.94006,True,False
13550,1354.816,3528,602,0,15205,6112,9093,11,365,0.7728081,13.26412,12.81013,13.5589,True,False
13600,1359.815,3361,669,0,15371,6187,9184,12,399,0.7598796,19.08072,19.32222,18.91729,True,False
13650,1364.814,3157,750,0,15968,6685,9283,8,436,0.8172326,15.97067,16.09236,15.88303,True,False
13700,1369.813,2930,796,0,16612,7046,9566,11,451,0.8096462,15.6809,15.10145,16.12417,True,False
13750,1374.811,2661,889,0,16791,7520,9271,17,491,0.8242576,17.06862,16.94472,17.16904,True,False
13800,1379.81,2351,963,0,16195,7440,8755,9,523,0.856337,16.7217,17.21136,16.30975,True,False
13850,1384.809,2001,1036,0,14446,7602,6844,17,494,0.8456808,18.01448,17.78229,18.26923,True,False
13900,1389.808,1657,1078,0,12803,6823,5980,11,505,0.8505386,16.22913,16.03839,16.44555,True,False
13950,1394.807,1371,1079,0,9685,5818,3867,7,439,0.8730645,17.31881,17.74531,16.69704,True,False
14000,1399.805,1126,1079,0,7933,5142,2791,5,385,0.8854071,18.98332,19.12824,18.72208,True,False
14050,1404.804,931,1081,0,6652,4576,2076,3,334,0.8988231,17.36078,17.66399,16.68263,True,False
14100,1409.803,733,1089,0,5195,3718,1477,4,306,0.8935465,18.43067,18.47126,18.3268,True,False
14150,1414.802,561,1045,0,3928,2965,963,3,255,0.8843598,16.38086,16.48734,16.05098,True,False
14200,1419.8,429,1017,0,3142,2551,591,4,199,0.9147321,17.86922,17.78362,18.22111,True,False
14250,1424.799,331,948,0,1887,1533,354,4,153,0.9369229,18.13924,18.25283,17.54902,True,False
14300,1429.798,277,890,0,1416,1207,209,2,114,0.9372386,19.04607,19.27448,17.49123,True,False
14350,1434.797,249,817,0,1144,1014,130,1,81,0.9483777,19.71236,19.81114,18.81482,True,False
14400,1439.796,207,759,0,1112,1007,105,0,71,0.9350151,20.30962,20.29215,20.47887,True,False
14450,1444.794,180,689,0,764,696,68,1,57,0.9360954,18.95065,18.89874,19.52632,True,False
14500,1449.793,150,639,0,589,543,46,0,52,0.9209629,18.09859,18.2879,15.96154,True,False
14550,1454.792,136,583,0,582,550,32,1,31,0.9138615,15.43053,15.41304,15.74194,True,False
14600,1459.791,125,519,0,460,440,20,1,26,0.9209735,18.01927,18.01014,18.19231,True,False
14650,1464.789,112,487,0,406,396,10,2,23,0.9502575,17.10062,17.01724,18.78261,True,False
14700,1469.788,105,469,0,227,217,10,1,16,0.9289395,17.30064,17.36865,15.375,True,False
14750,1474.787,108,430,0,337,323,14,0,16,0.9429016,16.94419,16.9372,17.125,True,False
14800,1479.786,107,399,0,190,182,8,0,15,0.9399831,17.31328,17.26823,18.46667,True,False
14850,1484.785,103,359,0,200,196,4,1,10,0.9412895,15.86629,15.91691,14.1,True,False
14900,1489.783,98,333,0,151,146,5,1,17,0.9254088,15.59159,15.52848,16.76471,True,False
14950,1494.782,99,299,0,229,222,7,0,8,0.9587342,17.22408,17.3299,13.375,True,False
15000,1499.781,107,283,0,137,128,9,0,15,0.9573942,15.83039,15.77985,16.73333,True,False
15050,1504.78,118,261,0,147,138,9,0,17,0.9424191,15.56322,15.57787,15.35294,True,False
15100,1509.778,126,242,0,220,208,12,0,17,0.9501258,14.2562,14.21778,14.76471,True,False
15150,1514.777,134,225,0,119,113,6,2,13,0.9452534,14.90667,14.94811,14.23077,True,False
15200,1519.776,142,207,0,227,216,11,1,9,0.9584363,15.75845,15.84848,13.77778,True,False
15250,1524.775,143,194,0,176,162,14,0,12,0.9381836,15.06186,15.3022,11.41667,True,False
15300,1529.774,139,178,0,146,137,9,0,12,0.9455253,14.32584,14.45181,12.58333,True,False
15350,1534.772,139,163,0,142,123,19,0,16,0.9463684,14.26994,14.08844,15.9375,True,False
15400,1539.771,145,151,0,132,128,4,0,7,0.9476816,12.95364,12.99306,12.14286,True,False
15450,1544.77,149,142,0,79,72,7,1,11,0.9462526,12.42253,12.32061,13.63636,True,False
15500,1549.769,163,136,0,100,91,9,0,11,0.9407995,12.19118,12.144,12.72727,True,False
15550,1554.767,188,130,0,216,203,13,0,11,0.9111894,11.55385,11.7479,9.454545,True,False
15600,1559.766,204,116,0,152,127,25,0,15,0.9099881,11.77586,12,10.26667,True,False
15650,1564.765,227,108,0,94,78,16,0,15,0.8931679,12.62963,12.84946,11.26667,True,False
15700,1569.764,250,100,0,196,188,8,0,6,0.9019088,10.02,10.2234,6.833333,True,False
15750,1574.763,277,88,0,101,87,14,0,12,0.8834102,9.113636,9.25,8.25,True,False
15800,1579.761,310,83,0,171,144,27,0,10,0.8928183,8.987952,9,8.9,True,False
15850,1584.76,346,84,0,170,137,33,0,14,0.8897098,8.619047,8.7,8.214286,True,False
15900,1589.759,379,78,0,223,180,43,1,14,0.9301797,8.166667,8.15625,8.214286,True,False
15950,1594.758,439,75,0,222,181,41,0,12,0.9147785,9.253333,9.333333,8.833333,True,False
16000,1599.756,484,76,0,268,192,76,0,20,0.8947601,9.052631,8.892858,9.5,True,False
16050,1604.755,547,69,0,257,195,62,0,15,0.9283193,8.057971,8.185185,7.6,True,False
16100,1609.754,612,63,0,291,232,59,0,14,0.8922662,7.746032,8,6.857143,True,False
16150,1614.753,693,67,0,344,268,76,0,14,0.8976865,7.402985,7.35849,7.571429,True,False
16200,1619.752,779,70,0,427,322,105,0,18,0.8367935,7.285714,7.25,7.388889,True,False
16250,1624.75,834,76,0,413,200,213,2,35,0.7538263,7.289474,7.365854,7.2,True,False
16300,1629.749,931,81,0,589,356,233,0,32,0.7487479,7.209877,7.591837,6.625,True,False
16350,1634.748,1038,76,0,570,320,250,0,33,0.8133827,8.421053,8.418605,8.424242,True,False
16400,1639.747,1156,82,0,597,320,277,0,41,0.7787101,7.658536,7.536585,7.780488,True,False
16450,1644.745,1280,86,0,773,479,294,3,29,0.6750577,8.151163,7.807017,8.827586,True,False
16500,1649.744,1396,98,0,955,639,316,1,32,0.6325734,7.612245,7.393939,8.0625,True,False
16550,1654.743,1532,103,0,1091,669,422,1,40,0.5621314,7.514563,7.301587,7.85,True,False
16600,1659.742,1698,110,0,1285,786,499,2,43,0.5800391,10.06364,10.10448,10,True,False
16650,1664.741,1864,112,0,1569,828,741,0,51,0.6593323,8.375,8.213115,8.568627,True,False
16700,1669.739,2016,123,0,1679,931,748,0,55,0.6779165,10.86179,11.57353,9.981818,True,False
16750,1674.738,2154,131,0,1707,860,847,2,68,0.6307473,10.67176,10.68254,10.66177,True,False
16800,1679.737,2353,141,0,2133,1080,1053,1,70,0.6400285,13.87234,15.61972,12.1,True,False
16850,1684.736,2525,156,0,2681,1183,1498,2,84,0.5683181,8.384615,8.097222,8.630953,True,False
16900,1689.734,2683,182,0,3312,1678,1634,2,92,0.6565306,13.20879,14.02222,12.41304,True,False
16950,1694.733,2852,199,0,3784,1554,2230,1,117,0.6589937,9.974874,9.414634,10.36752,True,False
17000,1699.732,3034,220,0,4420,1949,2471,2,127,0.6909363,9.959091,9.83871,10.04724,True,False
17050,1704.731,3180,236,0,5100,2280,2820,1,134,0.7569167,9.822034,10.14706,9.574627,True,False
17100,1709.73,3281,267,0,6101,2579,3522,3,155,0.6737698,11.20225,11.67857,10.85806,True,False
17150,1714.728,3391,299,0,6557,2889,3668,5,161,0.7733976,11.58194,11.84058,11.36025,True,False
17200,1719.727,3448,343,0,8493,3173,5320,8,207,0.7881051,12.02624,11.08088,12.64734,True,False
17250,1724.726,3431,392,0,9055,3686,5369,4,232,0.8407316,11.78061,11.55625,11.93534,True,False
17300,1729.725,3435,455,0,11330,4358,6972,3,280,0.8295709,12.39341,12.21143,12.50714,True,False
17350,1734.724,3400,517,0,12289,4762,7527,6,322,0.732308,14.20503,14.2359,14.18634,True,False
17400,1739.722,3302,578,0,13227,5176,8051,5,345,0.7771605,13.64187,14.22318,13.24928,True,False
17450,1744.721,3208,653,0,14007,5605,8402,11,386,0.8197362,16.25268,15.76779,16.58808,True,False
17500,1749.72,3026,688,0,14611,5778,8833,11,417,0.8397615,14.375,14.42804,14.34053,True,False
17550,1754.719,2838,768,0,15360,6455,8905,9,454,0.8328041,15.55078,15.29618,15.72687,True,False
17600,1759.717,2595,832,0,15024,6348,8676,6,478,0.8331966,14.9399,15.58192,14.46444,True,False
17650,1764.716,2305,922,0,15285,7188,8097,9,489,0.7928942,17.7885,17.42263,18.11247,True,False
17700,1769.715,2055,980,0,13998,7161,6837,9,480,0.8208651,15.32551,15.514,15.12917,True,False
17750,1774.714,1708,1078,0,12920,6805,6115,9,508,0.8313777,17.70687,18.30877,17.0315,True,False
17800,1779.713,1384,1098,0,10354,5829,4525,15,481,0.8669271,16.25774,16.4295,16.03742,True,False
17850,1784.711,1144,1117,0,8859,5366,3493,10,414,0.8761946,19.05013,19.32432,18.58454,True,False
17900,1789.71,924,1086,0,6312,4237,2075,3,356,0.8903356,17.4954,17.72192,17.0309,True,False
17950,1794.709,770,1027,0,4179,3051,1128,1,266,0.9226555,18.53359,19.00788,17.17669,True,False
18000,1799.708,643,977,0,3996,2931,1065,7,240,0.923871,17.74104,17.83718,17.44583,True,False
18050,1804.706,520,947,0,2949,2222,727,3,218,0.9276171,18.0095,18.20439,17.3578,True,False
18100,1809.705,427,900,0,2402,1884,518,4,180,0.9111718,18.28889,18.60417,17.02778,True,False
18150,1814.704,353,843,0,1597,1336,261,1,130,0.9273205,19.22183,19.51893,17.59231,True,False
18200,1819.703,298,788,0,1357,1186,171,2,91,0.9435837,18.24239,18.38164,17.17583,True,False
18250,1824.702,246,733,0,1203,1046,157,1,90,0.9244619,18.34379,18.20062,19.36667,True,False
18300,1829.7,207,700,0,672,597,75,0,67,0.916722,19.38571,19.13902,21.71642,True,False
18350,1834.699,194,645,0,656,601,55,1,52,0.9213098,16.0186,15.94604,16.84615,True,False
18400,1839.698,186,588,0,489,456,33,1,41,0.9249141,17.60204,17.68921,16.43902,True,False
18450,1844.697,182,546,0,458,437,21,0,30,0.9421264,18.54212,18.63178,17,True,False
18500,1849.695,172,501,0,515,467,48,2,35,0.9501003,19.06188,19.21888,16.97143,True,False
18550,1854.694,160,477,0,483,449,34,0,34,0.9428548,19.02306,19.12641,17.67647,True,False
18600,1859.693,148,443,0,272,258,14,0,22,0.9588369,17.07449,17.05938,17.36364,True,False
18650,1864.692,157,406,0,362,341,21,1,18,0.9575602,18.57882,18.60825,17.94444,True,False
18700,1869.691,165,385,0,367,344,23,0,23,0.9353292,19.4961,19.55525,18.56522,True,False
18750,1874.689,166,348,0,271,248,23,2,23,0.9229187,17.1954,17.2,17.13043,True,False
18800,1879.688,170,327,0,226,211,15,1,22,0.9329332,16.51682,16.56393,15.86364,True,False
18850,1884.687,171,297,0,318,284,34,1,25,0.9063653,15.28956,15.25,15.72,True,False
18900,1889.686,161,280,0,306,282,24,0,24,0.8578519,15.04286,14.92969,16.25,True,False
18950,1894.684,176,253,0,104,100,4,1,13,0.8934278,15.5336,15.67083,13,True,False
19000,1899.683,188,231,0,187,176,11,1,15,0.9157768,14.37229,14.23611,16.33333,True,False
19050,1904.682,204,203,0,315,302,13,0,12,0.9140764,13.66502,13.64921,13.91667,True,False
19100,1909.681,223,187,0,233,220,13,0,11,0.8809801,13.42246,13.59659,10.63636,True,False
19150,1914.68,244,171,0,204,179,25,0,18,0.8877744,13.23977,13.2549,13.11111,True,False
19200,1919.678,255,164,0,131,113,18,0,19,0.9120423,13.87805,14.23448,11.1579,True,False
19250,1924.677,291,154,0,242,212,30,0,15,0.8947797,16.22078,16.20863,16.33333,True,False
19300,1929.676,310,146,0,234,211,23,0,18,0.9115648,15.43836,15.65625,13.88889,True,False
19350,1934.675,345,138,0,322,281,41,0,15,0.9279756,14.10145,14.11382,14,True,False
19400,1939.673,373,132,0,301,251,50,0,18,0.9151734,13.95455,13.67544,15.72222,True,False
19450,1944.672,415,120,0,185,161,24,0,15,0.9006293,12.81667,12.74286,13.33333,True,False
19500,1949.671,448,109,0,157,126,31,0,19,0.8260214,12.01835,12.06667,11.78947,True,False
19550,1954.67,499,108,0,292,246,46,2,19,0.7750762,10.73148,10.38202,12.36842,True,False
19600,1959.669,544,105,0,370,274,96,1,28,0.7536809,10.57143,10.2987,11.32143,True,False
19650,1964.667,610,102,0,409,311,98,0,22,0.6840524,11.78431,11.8125,11.68182,True,False
19700,1969.666,690,98,0,405,312,93,0,19,0.7068744,12.79592,13.21519,11.05263,True,False
19750,1974.665,772,97,0,474,323,151,0,29,0.7050092,11.81443,12.35294,10.55172,True,False
19800,1979.664,865,96,0,572,463,109,0,20,0.7369928,10.6875,10.94737,9.7,True,False
19850,1984.662,945,98,0,671,491,180,0,26,0.7877318,10.95918,11.16667,10.38461,True,False
19900,1989.661,1063,102,0,736,558,178,0,27,0.7531056,10.43137,10.38667,10.55556,True,False
19950,1994.66,1204,98,0,806,555,251,1,31,0.6862738,10.73469,10.86567,10.45161,True,False
20000,1999.659,1313,101,0,825,471,354,1,46,0.6547402,11.29703,11.69091,10.82609,True,False
20050,2004.658,1443,103,0,940,569,371,0,43,0.6631936,11.25243,11.1,11.46512,True,False
20100,2009.656,1574,108,0,1285,692,593,3,46,0.823072,11.2037,10.75806,11.80435,True,False
20150,2014.655,1697,121,0,1383,784,599,2,52,0.7894878,10.06612,10.01449,10.13461,True,False
20200,2019.654,1810,122,0,1569,843,726,1,57,0.7304383,10.70492,10.27692,11.19298,True,False
20250,2024.653,1940,119,0,1558,748,810,4,59,0.7848611,10.08403,9.716666,10.45763,True,False
20300,2029.651,2108,119,0,1585,851,734,2,55,0.7725165,10.10084,9.453125,10.85455,True,False
20350,2034.65,2277,128,0,2110,1001,1109,0,69,0.7618592,10.70313,10.37288,10.98551,True,False
20400,2039.649,2409,142,0,2462,1117,1345,0,74,0.743636,9.422535,9.588235,9.27027,True,False
20450,2044.648,2559,163,0,3298,1468,1830,1,91,0.6249744,9.90184,10.65278,9.307693,True,False
20500,2049.649,2718,171,0,3274,1390,1884,2,96,0.7130644,11.15205,11.37333,10.97917,True,False
20550,2054.654,2871,195,0,3697,1465,2232,3,117,0.6997549,11.86154,11.5,12.10256,True,False
20600,2059.658,3034,221,0,4342,2025,2317,5,122,0.7676341,11.76471,10.66667,12.65574,True,False
20650,2064.663,3158,242,0,5189,2171,3018,6,142,0.7469172,11.69008,12.04,11.44366,True,False
20700,2069.668,3274,275,0,6319,2630,3689,4,157,0.7446285,11.65455,11.22034,11.98089,True,False
20750,2074.673,3384,322,0,7260,3111,4149,3,182,0.7994212,11.13354,11.27857,11.02198,True,False
20800,2079.678,3457,361,0,8796,3134,5662,3,234,0.8003182,11.66205,11.12598,11.95299,True,False
20850,2084.683,3454,399,0,9979,4109,5870,4,239,0.7860838,10.9599,10.80625,11.06276,True,False
20900,2089.688,3431,453,0,10697,3987,6710,1,288,0.7796904,14.09492,14.33333,13.95833,True,False
20950,2094.693,3377,513,0,11881,4688,7193,8,311,0.7871923,14.21248,13.04455,14.97106,True,False
21000,2099.698,3328,553,0,12399,4743,7656,9,339,0.76125,14.1736,14.52336,13.9528,True,False
21050,2104.702,3206,635,0,14999,6030,8969,18,375,0.7813096,13.60472,13.85,13.43467,True,False
21100,2109.707,3080,678,0,15642,6222,9420,7,407,0.7992034,16.33776,15.9631,16.58722,True,False
21150,2114.712,2851,766,0,15660,6207,9453,15,459,0.8206518,13.90209,14,13.8366,True,False
21200,2119.717,2587,841,0,15259,6387,8872,11,497,0.8066133,16.88466,16.66279,17.03823,True,False
21250,2124.722,2312,903,0,13989,6479,7510,10,474,0.8336897,19.48284,19.39394,19.56329,True,False
21300,2129.727,2068,934,0,12272,6185,6087,13,454,0.8522305,16.10921,16.275,15.93392,True,False
21350,2134.732,1836,968,0,12353,6730,5623,9,445,0.8750896,17.57851,17.94838,17.14382,True,False
21400,2139.737,1559,1021,0,10618,5985,4633,5,447,0.8731968,16.46033,16.60976,16.26846,True,False
21450,2144.741,1278,1038,0,8507,5336,3171,9,373,0.8801777,17.24855,17.63308,16.563,True,False
21500,2149.746,1062,1058,0,6829,4468,2361,4,353,0.901736,17.638,17.89362,17.12748,True,False
21550,2154.751,869,1046,0,6109,4257,1852,4,316,0.9070455,17.23805,17.52055,16.58544,True,False
21600,2159.756,672,1037,0,4558,3103,1455,4,315,0.9153268,16.99422,17.241,16.42857,True,False
21650,2164.761,506,1004,0,3245,2370,875,5,270,0.924949,17.56275,17.52044,17.67778,True,False
21700,2169.766,406,958,0,2227,1744,483,2,192,0.9298875,17.37578,17.43342,17.14583,True,False
21750,2174.771,311,919,0,1944,1655,289,4,149,0.9355378,18.70403,18.65844,18.9396,True,False
21800,2179.776,261,860,0,1283,1085,198,2,110,0.9297536,17.4093,17.616,16,True,False
21850,2184.781,193,799,0,801,711,90,2,87,0.9255373,17.57071,17.63062,17.08046,True,False
21900,2189.785,161,747,0,750,676,74,1,67,0.9294677,17.84471,18.08382,15.41791,True,False
21950,2194.79,149,682,0,632,574,58,0,50,0.9313214,18.59531,18.73101,16.88,True,False
22000,2199.795,127,632,0,655,620,35,0,38,0.941496,19.03481,19.1229,17.65789,True,False
22050,2204.8,117,579,0,498,467,31,0,31,0.9597954,17.86529,17.93248,16.67742,True,False
22100,2209.805,107,531,0,441,409,32,1,29,0.9446769,17.5951,17.6753,16.2069,True,False
22150,2214.81,99,495,0,391,361,30,0,32,0.9534596,17.21212,17.29158,16.0625,True,False
22200,2219.815,90,452,0,255,242,13,0,25,0.9526875,18.16814,18.13115,18.8,True,False
22250,2224.82,89,402,0,178,174,4,0,16,0.9353259,15.72637,15.61917,18.3125,True,False
22300,2229.824,86,370,0,272,264,8,0,11,0.9278855,15.8973,15.93593,14.63636,True,False
22350,2234.829,84,335,0,168,164,4,1,13,0.9347944,15.29552,15.29814,15.23077,True,False
22400,2239.834,82,303,0,201,195,6,0,12,0.933528,15.91419,15.96564,14.66667,True,False
22450,2244.839,89,276,0,92,88,4,0,9,0.9277394,14.27536,14.28464,14,True,False
22500,2249.844,89,253,0,96,92,4,0,11,0.9475458,13.8419,14.0124,10.09091,True,False
22550,2254.849,99,233,0,221,210,11,0,10,0.9423282,13.07296,13.0852,12.8,True,False
22600,2259.854,99,212,0,194,187,7,0,7,0.9211844,14.35849,14.27805,16.71428,True,False
22650,2264.859,102,193,0,208,197,11,0,11,0.9409685,14.31088,14.25275,15.27273,True,False
22700,2269.864,110,181,0,167,153,14,0,9,0.9432938,13.56906,13.52907,14.33333,True,False
22750,2274.868,125,171,0,180,168,12,0,8,0.9366107,13.88889,14.23926,6.75,True,False
22800,2279.873,131,164,0,171,165,6,0,9,0.9353782,14.18902,14.26452,12.88889,True,False
22850,2284.878,136,147,0,77,72,5,1,10,0.9229685,13.40136,13.40146,13.4,True,False
22900,2289.883,150,133,0,64,56,8,0,9,0.914098,14.19549,14.12097,15.22222,True,False
22950,2294.888,158,130,0,138,133,5,0,6,0.9294755,16.50769,16.43548,18,True,False
23000,2299.893,186,125,0,168,163,5,0,4,0.9146455,15.2,15.36364,10.25,True,False
23050,2304.898,213,113,0,150,143,7,1,7,0.9153946,14.0177,13.83962,16.71428,True,False
23100,2309.903,224,103,0,136,129,7,0,6,0.8979537,12.7767,12.85567,11.5,True,False
23150,2314.907,255,89,0,133,126,7,0,6,0.8881849,12.74157,12.6747,13.66667,True,False
23200,2319.912,290,85,0,144,139,5,0,3,0.9186257,10.35294,10.34146,10.66667,True,False
23250,2324.917,326,84,0,202,180,22,1,10,0.8833488,10.4881,10.7027,8.9,True,False
23300,2329.922,361,74,0,185,162,23,0,8,0.898445,10,10.06061,9.5,True,False
23350,2334.927,388,73,0,177,140,37,0,16,0.8147384,8.849315,8.754386,9.1875,True,False
23400,2339.932,454,65,0,222,179,43,0,12,0.8781638,8.092308,8,8.5,True,False
23450,2344.937,506,62,0,243,212,31,0,10,0.9277551,6.451613,6.634615,5.5,True,False
23500,2349.942,580,63,0,286,236,50,1,12,0.9371102,7.634921,7.490196,8.25,True,False
23550,2354.947,656,64,0,413,316,97,1,15,0.8965489,7.375,7,8.6,True,False
23600,2359.951,711,66,0,253,191,62,0,16,0.8380998,6.787879,6.86,6.5625,True,False
23650,2364.956,798,65,0,305,218,87,0,17,0.7810466,6.338461,6.354167,6.294117,True,False
23700,2369.961,882,62,0,335,242,93,2,15,0.7743911,7.258065,7.148936,7.6,True,False
23750,2374.966,995,67,0,428,286,142,1,21,0.7245396,8.223881,7.869565,9,True,False
23800,2379.971,1098,70,0,626,386,240,0,27,0.7149323,8.2,7.837209,8.777778,True,False
23850,2384.976,1206,74,0,741,483,258,0,27,0.5836838,7.837838,8.106383,7.37037,True,False
23900,2389.981,1318,80,0,874,455,419,0,36,0.6257896,7.2125,7.272727,7.138889,True,False
23950,2394.986,1444,82,0,911,557,354,1,33,0.7152979,8,8.204082,7.69697,True,False
24000,2399.99,1577,91,0,1081,615,466,2,35,0.8147571,8.659341,8.982142,8.142858,True,False
24050,2404.995,1739,93,0,1170,657,513,1,39,0.7841517,9.139785,9.092592,9.205129,True,False
24100,2410,1903,96,0,1359,615,744,1,53,0.8584821,9.208333,9.72093,8.792453,True,False
24150,2415.005,2079,103,0,1519,719,800,1,53,0.7771735,9.048544,8.96,9.132075,True,False
24200,2420.01,2250,108,0,1743,1012,731,2,47,0.8377838,7.712963,7.377049,8.148936,True,False
24250,2425.015,2431,120,0,1985,969,1016,2,63,0.8289534,8.716666,7.701755,9.634921,True,False
24300,2430.02,2621,129,0,2366,1285,1081,0,61,0.7820465,7.565891,7.367647,7.786885,True,False
24350,2435.025,2796,151,0,2977,1272,1705,3,88,0.8433143,8.980132,9.031746,8.943182,True,False
24400,2440.03,2939,172,0,3658,1680,1978,3,93,0.8425757,9.83721,9.835443,9.83871,True,False
24450,2445.034,3113,196,0,4449,2047,2402,5,106,0.7849479,9.27551,8.855556,9.632075,True,False
24500,2450.039,3255,235,0,5458,2001,3457,3,143,0.8111989,10.77021,10.66304,10.83916,True,False
24550,2455.044,3379,257,0,6276,2328,3948,7,163,0.7832186,9.879377,10.17021,9.711657,True,False
24600,2460.049,3483,299,0,7678,3367,4311,3,173,0.8049992,10.88629,10.44444,11.20809,True,False
24650,2465.054,3534,331,0,8652,3771,4881,2,193,0.8205099,11.76133,11.98551,11.60104,True,False
24700,2470.059,3544,396,0,9736,3862,5874,5,236,0.7578487,13.91414,13.31875,14.3178,True,False
24750,2475.064,3501,472,0,11421,4612,6809,6,281,0.7144511,16.02331,16.35079,15.80071,True,False
24800,2480.069,3449,538,0,12703,5061,7642,13,319,0.7220436,13.98699,13.40639,14.38558,True,False
24850,2485.073,3293,624,0,15432,6593,8839,8,362,0.746169,13.08494,12.37023,13.60221,True,False
24900,2490.078,3139,670,0,14753,5993,8760,6,404,0.7993536,15.58806,15.73308,15.49257,True,False
24950,2495.083,2941,760,0,15318,6564,8754,3,442,0.8477446,16.08026,16.58491,15.71719,True,False
