Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey
37450,3746.304,313,1098,0,2208,1886,322,2,160,0.9089255,19.80601,19.78252,19.94375,True,False
37500,3751.309,246,1031,0,1716,1505,211,2,117,0.9110299,19.86615,19.95952,19.13675,True,False
37550,3756.314,193,965,0,1162,1037,125,2,92,0.9295232,19.63212,19.65865,19.38043,True,False
37600,3761.319,167,904,0,780,707,73,0,74,0.9402978,19.5188,19.39157,20.94595,True,False
37650,3766.323,148,837,0,722,675,47,1,45,0.9460258,20.86977,20.9255,19.88889,True,False
37700,3771.328,128,770,0,510,483,27,1,49,0.9531289,18.67273,18.60888,19.61225,True,False
37750,3776.333,114,702,0,364,345,19,1,37,0.9407029,20.7151,20.75338,20.02703,True,False
37800,3781.338,93,648,0,425,407,18,0,35,0.9296051,17.12037,17.27569,14.4,True,False
37850,3786.343,74,590,0,153,146,7,0,26,0.9427509,17.64915,17.61702,18.34615,True,False
37900,3791.348,62,538,0,157,153,4,0,18,0.9587326,19.72862,19.73462,19.55556,True,False
37950,3796.353,64,490,0,86,86,0,0,8,0.9454517,16.71837,16.68672,18.625,True,False
38000,3801.358,63,444,0,93,93,0,0,6,0.9335487,16.89865,16.86758,19.16667,True,False
38050,3806.363,59,403,0,132,131,1,0,5,0.9283452,18.69727,18.66583,21.2,True,False
38100,3811.367,58,362,0,103,102,1,0,5,0.8683513,16.49724,16.51821,15,True,False
38150,3816.372,57,344,0,122,116,6,1,7,0.8681458,20.52035,20.46884,23,True,False
38200,3821.377,60,311,0,78,77,1,0,6,0.862811,17.94534,17.98033,16.16667,True,False
38250,3826.382,60,279,0,185,179,6,0,7,0.8874076,14.27957,14.25735,15.14286,True,False
38300,3831.387,60,259,0,91,88,3,0,9,0.8720637,17.95367,17.776,22.88889,True,False
38350,3836.392,66,237,0,40,40,0,0,8,0.9134434,14.33755,14.24454,17,True,False
38400,3841.397,64,218,0,48,46,2,0,9,0.9285766,16.40367,16.27751,19.33333,True,False
38450,3846.402,62,201,0,51,50,1,0,9,0.9182553,18.33831,18.45833,15.77778,True,False
38500,3851.406,74,181,0,119,115,4,0,4,0.9328339,18.54144,18.51977,19.5,True,False
38550,3856.411,80,174,0,84,83,1,0,4,0.958067,16.02874,15.94118,19.75,True,False
38600,3861.416,83,161,0,50,50,0,0,2,0.9727266,16.28572,16.13208,28.5,True,False
38650,3866.421,95,152,0,162,158,4,1,4,0.9636707,14.80263,14.66216,20,True,False
38700,3871.426,97,140,0,28,28,0,0,6,0.9597626,16.74286,16.51493,21.83333,True,False
38750,3876.431,112,120,0,48,42,6,0,7,0.9531254,15.01667,14.86726,17.42857,True,False
38800,3881.436,136,112,0,58,55,3,0,3,0.944645,14.78571,14.82569,13.33333,True,False
38850,3886.441,152,101,0,111,109,2,1,2,0.9437054,13.88119,13.77778,19,True,False
38900,3891.446,171,94,0,115,113,2,1,4,0.9252356,11.59575,11.62222,11,True,False
38950,3896.45,198,85,0,84,82,2,0,3,0.9441717,10.56471,10.59756,9.666667,True,False
39000,3901.455,221,78,0,61,54,7,0,6,0.9405753,10.4359,10.29167,12.16667,True,False
39050,3906.46,244,73,0,109,105,4,1,4,0.9527001,13.0137,12.85507,15.75,True,False
39100,3911.465,264,68,0,171,154,17,0,6,0.9378853,13.32353,12.82258,18.5,True,False
39150,3916.47,283,66,0,93,82,11,0,7,0.9026601,11.33333,11.37288,11,True,False
39200,3921.475,315,63,0,130,118,12,0,6,0.8400738,12.25397,11.77193,16.83333,True,False
39250,3926.48,355,59,0,134,119,15,0,8,0.8951527,10.84746,10.94118,10.25,True,False
39300,3931.485,407,56,0,173,131,42,0,13,0.8132428,9.857142,10.13953,8.923077,True,False
39350,3936.49,452,54,0,211,148,63,0,15,0.8520814,9.259259,9.589744,8.4,True,False
39400,3941.494,500,50,0,153,113,40,0,12,0.8747067,8.24,8.789474,6.5,True,False
39450,3946.499,573,47,0,158,127,31,0,11,0.7593548,7.617021,7.333333,8.545455,True,False
39500,3951.504,634,44,0,206,142,64,0,14,0.8953004,7.272727,7.5,6.785714,True,False
39550,3956.509,762,40,0,215,175,40,0,9,0.8871499,6.75,6.741935,6.777778,True,False
39600,3961.514,865,37,0,177,138,39,0,8,0.7736009,6.594594,6.689655,6.25,True,False
39650,3966.519,983,36,0,243,157,86,1,10,0.6777217,5.722222,6.076923,4.8,True,False
39700,3971.524,1132,34,0,287,144,143,2,15,0.5700512,5.176471,5.736842,4.466667,True,False
39750,3976.529,1232,32,0,293,129,164,0,19,0.7621241,4.8125,6.692307,3.526316,True,False
39800,3981.533,1377,27,0,243,169,74,0,10,0.734724,5.259259,5.529412,4.8,True,False
39850,3986.538,1549,31,0,361,191,170,0,15,0.4840576,4.451613,5.3125,3.533333,True,False
39900,3991.543,1740,30,0,412,226,186,0,13,0.5988526,4.2,4.294117,4.076923,True,False
39950,3996.548,1938,29,0,445,211,234,1,15,0.5904687,3.724138,3.5,3.933333,True,False
40000,4001.553,2118,33,0,534,261,273,0,19,0.4199542,2.969697,1.928571,3.736842,True,False
40050,4006.558,2360,30,0,543,293,250,0,14,0.2484491,2.4,2.5625,2.214286,True,False
40100,4011.563,2604,34,0,682,230,452,1,21,0.4476859,2.382353,2.461539,2.333333,True,False
40150,4016.568,2861,37,0,926,412,514,0,21,0.4041616,2.486486,2.5625,2.428571,True,False
40200,4021.573,3109,38,0,983,297,686,0,27,0.3869162,3,2.727273,3.111111,True,False
40250,4026.577,3369,40,0,1010,356,654,1,24,0.5383358,2.875,2.3125,3.25,True,False
40300,4031.582,3628,43,0,1197,523,674,0,26,0.3248655,3.255814,3.411765,3.153846,True,False
40350,4036.587,3910,49,0,1407,557,850,0,31,0.4424862,3.591837,3.611111,3.580645,True,False
40400,4041.592,4167,57,0,1893,619,1274,3,35,0.4392443,3.526316,2.363636,4.257143,True,False
40450,4046.597,4402,69,0,2430,1057,1373,3,39,0.3874072,3.753623,3.366667,4.051282,True,False
40500,4051.602,4637,86,0,3014,988,2026,0,60,0.3738954,5.906977,5.346154,6.15,True,False
40550,4056.607,4857,94,0,3472,1131,2341,1,62,0.5680342,6.148936,6.0625,6.193548,True,False
40600,4061.612,5038,107,0,4104,1153,2951,2,75,0.5756472,7.308411,7.25,7.333333,True,False
40650,4066.616,5219,124,0,4962,1717,3245,4,84,0.5204632,8.306452,9.175,7.892857,True,False
40700,4071.621,5361,142,0,5444,1337,4107,0,107,0.523899,8.802817,9.428572,8.598131,True,False
40750,4076.626,5466,168,0,6737,1863,4874,3,122,0.462032,9.273809,9.021739,9.368853,True,False
40800,4081.631,5533,202,0,8098,2029,6069,3,152,0.3159641,8.148515,8.9,7.901316,True,False
40850,4086.636,5582,239,0,9826,3366,6460,2,163,0.3870853,9.606694,9.736842,9.546012,True,False
40900,4091.641,5535,283,0,11544,3437,8107,6,197,0.4044413,8.466431,8.209302,8.57868,True,False
40950,4096.646,5531,359,0,14699,4431,10268,5,251,0.2355049,10.70474,10.33333,10.86454,True,False
41000,4101.65,5418,434,0,17221,5201,12020,5,306,0.1592033,10.65438,10.36719,10.77451,True,False
41050,4106.655,5317,495,0,18963,6153,12810,10,336,0.1674068,12.22828,12.24528,12.22024,True,False
41100,4111.66,5131,568,0,21444,6432,15012,11,400,0.3824496,13.89965,13.19643,14.195,True,False
41150,4116.665,4895,626,0,22075,6615,15460,10,442,0.5997511,13.30671,13.64674,13.16516,True,False
41200,4121.67,4630,707,0,23668,7975,15693,12,476,0.6238224,15.09052,14.56277,15.34664,True,False
41250,4126.675,4341,790,0,24742,7642,17100,8,547,0.6734763,15.83418,15.1358,16.14442,True,False
41300,4131.68,4002,904,0,27125,9443,17682,18,592,0.665014,15.56527,15.21474,15.75,True,False
41350,4136.685,3599,1026,0,27709,10127,17582,14,645,0.7266107,17.346,17.65092,17.16589,True,False
41400,4141.689,3099,1156,0,25515,11007,14508,11,665,0.7735373,16.78374,17.0998,16.55038,True,False
41450,4146.694,2587,1272,0,22956,10108,12848,14,714,0.8144632,20.5456,19.87993,21.06583,True,False
41500,4151.699,2081,1361,0,20080,9471,10609,21,707,0.8466963,18.93093,18.99694,18.86987,True,False
41550,4156.704,1612,1432,0,16280,8841,7439,13,646,0.8624921,18.18296,18.25445,18.09598,True,False
41600,4161.709,1190,1464,0,11718,6972,4746,6,579,0.8906976,19.53415,19.66893,19.32815,True,False
41650,4166.714,857,1477,0,8320,5455,2865,6,490,0.9034905,20.10223,20.1692,19.96735,True,False
41700,4171.719,592,1433,0,6012,4359,1653,6,391,0.9077699,18.78576,18.72649,18.94373,True,False
41750,4176.724,375,1362,0,2920,2268,652,4,296,0.9172771,20.13142,20.00938,20.57095,True,False
41800,4181.729,273,1281,0,1976,1661,315,1,208,0.9170719,20.43091,20.46319,20.26442,True,False
41850,4186.733,205,1179,0,1370,1205,165,2,139,0.9386013,20.0704,20.15577,19.43165,True,False
41900,4191.738,159,1068,0,938,843,95,4,97,0.935558,18.66386,18.63852,18.91753,True,False
41950,4196.743,124,971,0,613,574,39,0,60,0.9503376,20.27909,20.2865,20.16667,True,False
42000,4201.748,97,895,0,403,384,19,1,47,0.9609376,18.44357,18.55424,16.44681,True,False
42050,4206.753,82,828,0,347,338,9,0,38,0.959362,18.96014,19.05063,17.07895,True,False
42100,4211.758,74,758,0,292,287,5,0,26,0.9677498,18.99868,19.01776,18.46154,True,False
42150,4216.763,66,690,0,198,187,11,1,17,0.9616042,17.08986,17.03418,19.29412,True,False
42200,4221.768,64,625,0,248,233,15,0,19,0.9624484,19.8832,20.02475,15.36842,True,False
42250,4226.772,57,568,0,169,166,3,0,16,0.9586463,18.01584,18.08514,15.625,True,False
42300,4231.777,54,520,0,158,158,0,0,12,0.9681919,18.25769,18.26378,18,True,False
42350,4236.782,48,483,0,121,115,6,1,10,0.9650515,18.62319,18.65539,17.1,True,False
42400,4241.787,51,430,0,139,135,4,0,7,0.9601446,17.97674,18.06147,12.85714,True,False
42450,4246.792,51,398,0,58,54,4,0,7,0.9492077,17.26131,17.36573,11.42857,True,False
42500,4251.797,57,365,0,133,132,1,0,7,0.9627706,15.89315,15.96369,12.28571,True,False
42550,4256.802,59,327,0,85,83,2,1,4,0.95985,16.98165,16.94737,19.75,True,False
42600,4261.807,64,301,0,76,76,0,1,4,0.967126,16.05648,15.9798,21.75,True,False
42650,4266.812,64,272,0,143,141,2,0,4,0.9618117,16.96324,16.87687,22.75,True,False
42700,4271.816,64,245,0,62,59,3,0,3,0.9635085,15.02857,15.06612,12,True,False
42750,4276.821,75,225,0,121,119,2,0,3,0.958313,15.51111,15.52703,14.33333,True,False
42800,4281.826,81,209,0,84,84,0,0,4,0.9738454,14.44498,14.5122,11,True,False
42850,4286.831,90,191,0,55,53,2,0,7,0.9332407,14.7644,14.81522,13.42857,True,False
42900,4291.836,102,181,0,61,58,3,0,5,0.9528857,16.27624,16.26705,16.6,True,False
42950,4296.841,110,162,0,73,73,0,0,3,0.9624845,14.19753,14.25157,11.33333,True,False
43000,4301.846,120,146,0,92,89,3,0,9,0.9458265,13.92466,14.17518,10.11111,True,False
43050,4306.851,125,133,0,93,88,5,0,7,0.9083608,12.19549,12.03968,15,True,False
43100,4311.855,140,122,0,84,82,2,0,3,0.9630471,10.40984,10.31092,14.33333,True,False
43150,4316.86,161,112,0,52,51,1,0,6,0.9520968,11.58929,11.70755,9.5,True,False
43200,4321.865,179,102,0,58,54,4,0,4,0.9501268,10.45098,10.5102,9,True,False
43250,4326.87,204,98,0,129,126,3,0,2,0.9470004,11.46939,11.5625,7,True,False
43300,4331.875,219,93,0,155,134,21,0,11,0.9353034,10.32258,10.32927,10.27273,True,False
43350,4336.88,242,88,0,139,116,23,0,12,0.9582092,9.772727,9.894737,9,True,False
43400,4341.885,275,80,0,146,133,13,0,8,0.9567325,9.625,9.736111,8.625,True,False
43450,4346.89,301,80,0,186,160,26,0,10,0.9317135,10.125,10.35714,8.5,True,False
43500,4351.895,340,74,0,188,166,22,0,8,0.9252659,10.21622,10.37879,8.875,True,False
43550,4356.899,378,69,0,256,205,51,0,12,0.8886507,10.14493,10.08772,10.41667,True,False
43600,4361.904,417,71,0,185,131,54,0,18,0.803252,9.591549,9.735849,9.166667,True,False
43650,4366.909,463,70,0,185,133,52,1,17,0.7590516,8.442857,8.415094,8.529411,True,False
43700,4371.914,514,67,0,149,122,27,1,14,0.7945172,10.83582,11.30189,9.071428,True,False
43750,4376.919,574,65,0,255,222,33,0,11,0.8338843,8.615385,8.888889,7.272727,True,False
43800,4381.924,651,60,0,155,129,26,0,8,0.8846465,8.3,8.538462,6.75,True,False
43850,4386.929,738,54,0,266,220,46,0,9,0.8908444,6.777778,7.355556,3.888889,True,False
43900,4391.934,826,55,0,290,206,84,0,16,0.8628452,6.654545,6.589744,6.8125,True,False
43950,4396.938,916,60,0,334,253,81,2,16,0.7914571,7.1,7.090909,7.125,True,False
44000,4401.943,1027,63,0,419,287,132,2,22,0.7373415,9.095238,9.121951,9.045455,True,False
44050,4406.948,1168,59,0,591,387,204,1,22,0.727307,9.694915,9.081081,10.72727,True,False
44100,4411.953,1283,72,0,742,391,351,1,34,0.6572056,8.833333,8.736842,8.941176,True,False
44150,4416.958,1434,74,0,849,523,326,1,28,0.4699147,8.972973,8.521739,9.714286,True,False
44200,4421.963,1581,83,0,922,542,380,2,33,0.4937441,8,8.3,7.545455,True,False
44250,4426.968,1746,85,0,1076,647,429,2,36,0.4043476,7.164706,8.204082,5.75,True,False
44300,4431.973,1909,94,0,1354,662,692,2,47,0.3784456,7.095745,6.851064,7.340425,True,False
44350,4436.978,2098,96,0,1452,736,716,0,46,0.6079828,7.354167,7.22,7.5,True,False
44400,4441.982,2284,106,0,1727,797,930,0,59,0.5605597,7.188679,7.255319,7.135593,True,False
44450,4446.987,2470,113,0,2346,1118,1228,0,60,0.5955672,7.80531,8.679245,7.033333,True,False
44500,4451.992,2623,128,0,2314,1121,1193,4,69,0.4229911,6.117188,6.322034,5.942029,True,False
44550,4456.997,2818,145,0,3113,1344,1769,3,80,0.5201988,8.503448,7.784616,9.0875,True,False
44600,4462.002,2998,164,0,3843,1806,2037,4,86,0.5029456,9.097561,8.858974,9.313953,True,False
44650,4467.007,3154,188,0,4455,2049,2406,6,99,0.6608966,9.25,9.494382,9.030303,True,False
44700,4472.012,3309,189,0,4736,1843,2893,5,117,0.7007897,9.137567,11.02778,7.974359,True,False
44750,4477.017,3455,205,0,5091,1790,3301,2,137,0.7423844,8.52683,9.338235,8.124087,True,False
44800,4482.021,3573,239,0,6235,2436,3799,2,152,0.7836484,11.0251,10.22989,11.48026,True,False
44850,4487.026,3660,272,0,6804,2543,4261,4,172,0.7677344,11.70956,11.56,11.79651,True,False
44900,4492.031,3725,313,0,8474,3440,5034,6,188,0.7417609,11.82748,12.6,11.31383,True,False
44950,4497.036,3766,346,0,9798,3674,6124,4,216,0.8355924,12.85549,12.42308,13.11574,True,False
45000,4502.041,3772,400,0,10809,4120,6689,5,245,0.8351439,12.0275,11.89032,12.11429,True,False
45050,4507.046,3761,467,0,13061,4777,8284,4,294,0.7777959,12.24411,12.45087,12.12245,True,False
45100,4512.051,3655,507,0,13055,4611,8444,10,327,0.8401875,13.06312,13.53333,12.80428,True,False
45150,4517.056,3540,582,0,14448,5248,9200,10,367,0.8016715,13.81443,13.87907,13.77657,True,False
45200,4522.061,3459,644,0,16090,6508,9582,11,383,0.8172892,16.19565,15.74713,16.5013,True,False
45250,4527.065,3282,695,0,17178,6938,10240,12,411,0.8230223,14.31223,13.65845,14.76399,True,False
45300,4532.07,3052,769,0,16339,6496,9843,11,457,0.8374425,16.97529,16.78846,17.10284,True,False
45350,4537.075,2752,855,0,16245,6761,9484,15,499,0.8436691,16.04445,15.73315,16.26653,True,False
45400,4542.08,2496,918,0,16178,7079,9099,6,523,0.8499393,17.86928,18.16456,17.64627,True,False
45450,4547.085,2212,984,0,15725,8107,7618,12,476,0.8575995,16.76118,16.23425,17.32353,True,False
45500,4552.09,1884,1039,0,13928,7327,6601,8,496,0.8454446,18.45525,18.67772,18.21169,True,False
45550,4557.095,1573,1084,0,11519,6683,4836,8,454,0.8362643,16.67435,16.63333,16.73128,True,False
45600,4562.1,1258,1115,0,9349,5741,3608,7,431,0.8809545,16.73094,16.5614,17,True,False
45650,4567.104,1042,1127,0,7625,4990,2635,5,390,0.8914547,17.72582,17.63229,17.90257,True,False
45700,4572.109,859,1116,0,6094,4269,1825,7,326,0.8836609,19.80197,19.60253,20.28528,True,False
45750,4577.114,657,1096,0,4149,3061,1088,6,265,0.8854727,18.10402,18.25752,17.62264,True,False
45800,4582.119,507,1042,0,3610,2807,803,8,231,0.9042799,16.96545,17.04316,16.69264,True,False
45850,4587.124,407,1014,0,2839,2239,600,4,199,0.9279251,16.71992,16.70675,16.77387,True,False
45900,4592.129,315,964,0,1878,1559,319,5,148,0.9364862,17.70436,17.70956,17.67568,True,False
45950,4597.134,267,905,0,1523,1346,177,0,106,0.9536603,18.97901,19.03755,18.53773,True,False
46000,4602.139,210,837,0,1177,1043,134,1,94,0.9557766,19.45042,19.36339,20.1383,True,False
46050,4607.144,173,762,0,733,671,62,0,54,0.9444197,18.979,19.04237,18.14815,True,False
46100,4612.148,160,723,0,547,504,43,0,41,0.9417292,17.18672,17.18475,17.21951,True,False
46150,4617.153,139,671,0,564,538,26,1,38,0.9589836,17.43219,17.51185,16.10526,True,False
46200,4622.158,111,612,0,343,319,24,1,36,0.9506157,18.24673,18.26215,18,True,False
46250,4627.163,94,572,0,331,319,12,2,25,0.9580429,17.69056,17.70201,17.44,True,False
46300,4632.168,87,527,0,243,236,7,0,18,0.955588,18.33397,18.31434,18.88889,True,False
46350,4637.173,82,490,0,197,185,12,0,23,0.9321802,18.70204,18.77516,17.21739,True,False
46400,4642.178,85,444,0,202,188,14,0,18,0.9366454,17.29505,17.33803,16.27778,True,False
46450,4647.183,77,407,0,146,143,3,0,11,0.9309155,20.71007,20.70707,20.81818,True,False
46500,4652.188,80,372,0,164,160,4,1,7,0.9103285,15.81989,15.7589,19,True,False
46550,4657.192,80,333,0,113,111,2,0,4,0.9409036,16.13213,16.20061,10.5,True,False
46600,4662.197,79,305,0,139,136,3,0,7,0.9271355,15.97377,15.98993,15.28571,True,False
46650,4667.202,88,278,0,98,90,8,0,4,0.9209255,17.16187,17.23358,12.25,True,False
46700,4672.207,77,252,0,118,117,1,0,8,0.9184535,14.49206,14.66393,9.25,True,False
46750,4677.212,77,231,0,84,81,3,0,10,0.9093897,15.68831,15.88688,11.3,True,False
46800,4682.217,82,208,0,153,145,8,1,8,0.9172387,14.54808,14.675,11.375,True,False
46850,4687.222,87,193,0,66,64,2,0,7,0.9499524,13.82383,13.95699,10.28571,True,False
46900,4692.227,87,167,0,54,53,1,0,7,0.9173919,12.68263,12.8625,8.571428,True,False
46950,4697.231,99,152,0,89,87,2,1,4,0.9679124,12.4079,12.34459,14.75,True,False
47000,4702.236,107,143,0,86,82,4,0,5,0.9620377,11.73427,11.81159,9.6,True,False
47050,4707.241,117,132,0,65,63,2,0,7,0.9330729,12.24242,12.4,9.428572,True,False
47100,4712.246,128,124,0,103,102,1,0,5,0.9201087,12.22581,12.05042,16.4,True,False
47150,4717.251,146,113,0,98,90,8,0,6,0.9147878,15.15044,14.6729,23.66667,True,False
47200,4722.256,160,103,0,56,56,0,0,2,0.9088032,13.5534,13.42574,20,True,False
47250,4727.261,176,105,0,140,124,16,0,8,0.9140846,15.21905,14.64948,22.125,True,False
47300,4732.266,202,96,0,141,135,6,0,5,0.916361,16.5625,16.78022,12.6,True,False
47350,4737.271,227,94,0,228,205,23,0,8,0.9234853,16.21277,16.46512,13.5,True,False
47400,4742.275,254,82,0,72,64,8,0,7,0.8849289,12.7561,12.93333,10.85714,True,False
47450,4747.28,280,77,0,145,136,9,0,4,0.8866932,11.94805,12.08219,9.5,True,False
47500,4752.285,321,75,0,132,109,23,0,12,0.9580324,12.10667,12.09524,12.16667,True,False
47550,4757.29,354,71,0,142,116,26,0,10,0.935797,11.23944,11.52459,9.5,True,False
47600,4762.295,391,67,0,144,121,23,0,10,0.9647262,11.67164,11.4386,13,True,False
47650,4767.3,438,64,0,132,120,12,0,5,0.9448999,10.53125,10.67797,8.8,True,False
47700,4772.305,483,61,0,161,132,29,0,10,0.8704805,9.081967,9.333333,7.8,True,False
47750,4777.31,543,62,0,184,147,37,1,12,0.8204781,9.16129,9.68,7,True,False
47800,4782.314,606,59,0,170,126,44,0,13,0.8933496,9.152542,9.26087,8.769231,True,False
47850,4787.319,680,57,0,202,154,48,0,11,0.8517343,9.263158,9.347826,8.909091,True,False
47900,4792.324,771,55,0,343,284,59,1,9,0.8162879,9.127273,9.5,7.222222,True,False
47950,4797.329,856,51,0,295,199,96,0,15,0.8280152,7.411765,7.666667,6.8,True,False
48000,4802.334,984,49,0,391,259,132,0,19,0.7981734,6.367347,6,6.947369,True,False
48050,4807.339,1101,47,0,390,296,94,0,12,0.835659,7.06383,6.342857,9.166667,True,False
48100,4812.344,1251,44,0,413,302,111,1,13,0.8375131,7.909091,7.580645,8.692307,True,False
48150,4817.349,1428,41,0,524,339,185,0,15,0.7319035,6.146341,5.230769,7.733333,True,False
48200,4822.354,1590,40,0,448,208,240,0,20,0.8497406,5.45,4.55,6.35,True,False
48250,4827.358,1767,40,0,567,270,297,0,21,0.8306838,5.9,5.473684,6.285714,True,False
48300,4832.363,1970,40,0,582,290,292,1,20,0.8461487,5.675,6.95,4.4,True,False
48350,4837.368,2160,41,0,760,390,370,1,20,0.8048273,5.365854,6.047619,4.65,True,False
48400,4842.373,2377,44,0,743,309,434,0,27,0.8594544,5.272727,6.058824,4.777778,True,False
48450,4847.378,2621,48,0,813,434,379,1,21,0.6637128,5.041667,5.037037,5.047619,True,False
48500,4852.383,2839,62,0,1275,685,590,0,28,0.5438396,6.580645,6.852941,6.25,True,False
48550,4857.388,3052,67,0,1338,628,710,1,36,0.5218957,5.313433,5.612903,5.055555,True,False
48600,4862.393,3281,78,0,1908,788,1120,0,44,0.3998509,5.769231,5.264706,6.159091,True,False
48650,4867.397,3552,88,0,2187,941,1246,2,49,0.3675011,5.454545,5.25641,5.612245,True,False
48700,4872.402,3750,93,0,2687,1159,1528,1,55,0.4347331,8,8.763158,7.472727,True,False
48750,4877.407,3962,108,0,2916,1065,1851,2,67,0.6002703,9.203704,9.097561,9.268657,True,False
48800,4882.412,4204,127,0,3819,1184,2635,4,88,0.6141753,8.889764,9.025641,8.829545,True,False
48850,4887.417,4410,147,0,4755,1468,3287,2,99,0.4910177,8.537415,6.895833,9.333333,True,False
48900,4892.422,4608,157,0,5829,1875,3954,1,107,0.5282849,9.101911,8.74,9.271028,True,False
48950,4897.427,4758,181,0,6667,2190,4477,3,125,0.7028282,11.00552,10.67857,11.152,True,False
49000,4902.432,4879,200,0,7302,2677,4625,3,129,0.6999747,9.885,8.746479,10.51163,True,False
49050,4907.437,4968,242,0,9302,2604,6698,6,177,0.6957245,11.09504,12.49231,10.58192,True,False
49100,4912.441,5027,292,0,10488,3028,7460,2,211,0.7096902,11.58904,10.65432,11.94787,True,False
49150,4917.446,5024,348,0,12304,3408,8896,3,254,0.7856168,12.91092,12.48936,13.06693,True,False
49200,4922.451,5014,377,0,12843,3375,9468,6,282,0.8057696,11.76658,12.17895,11.62766,True,False
49250,4927.456,4951,438,0,16223,5490,10733,9,290,0.7551023,13.55708,12.69595,13.99655,True,False
49300,4932.461,4823,527,0,18918,5922,12996,8,362,0.7908639,15.09488,14.71515,15.26796,True,False
49350,4937.466,4720,588,0,19558,5717,13841,10,410,0.8109271,12.70408,13.43258,12.3878,True,False
49400,4942.471,4520,659,0,21573,7379,14194,14,432,0.7923963,13.86495,14.04846,13.76852,True,False
49450,4947.476,4271,779,0,23999,8882,15117,13,491,0.7851083,14.92169,14.22569,15.32994,True,False
49500,4952.48,3826,925,0,25606,8558,17048,11,611,0.7766489,16.85405,16.82166,16.8707,True,False
49550,4957.485,3434,1074,0,24788,9419,15369,18,662,0.7688018,17.79236,18.21602,17.5287,True,False
49600,4962.49,2941,1207,0,24119,9874,14245,17,716,0.8054197,18.17813,18.27291,18.11313,True,False
49650,4967.495,2392,1317,0,23577,11123,12454,13,688,0.8372744,16.97874,17.43084,16.56541,True,False
49700,4972.5,1885,1442,0,20052,9773,10279,15,731,0.8327726,17.28988,17.2166,17.36115,True,False
49750,4977.505,1381,1491,0,14495,8407,6088,11,636,0.8741193,20.71831,20.36374,21.19497,True,False
49800,4982.51,1005,1505,0,9995,6372,3623,10,527,0.8801705,18.51163,18.47239,18.58444,True,False
49850,4987.515,726,1446,0,7038,4969,2069,9,404,0.9095483,20.29253,20.37908,20.06931,True,False
49900,4992.52,514,1388,0,4104,3085,1019,5,338,0.9012857,19.23127,19.6019,18.07988,True,False
49950,4997.524,382,1320,0,3065,2457,608,8,240,0.8920775,21.17121,21.12593,21.375,True,False
50000,5002.529,277,1238,0,2265,1925,340,3,164,0.8789873,19.39742,19.45438,19.02439,True,False
50050,5007.534,199,1152,0,1457,1277,180,0,113,0.8943927,19.2309,19.44947,17.22124,True,False
